,Policy No,Count_Policy
57279,80053077,
57280,80053125,
57281,80053267,
57282,80053423,
57283,80053972,
57284,80054214,
57285,80054516,
57286,80055798,
57287,80056570,
57288,80057342,
57289,80057402,
57290,80057711,
57291,80057995,
57292,80057997,
57293,80058184,
57294,80058276,
57295,80058537,
57296,80069267,
57297,80074879,
57298,80104237,
57299,80055197,
57300,80055362,
57301,80055877,
57302,80104900,
57303,80053289,0.0
57304,80053326,0.0
57305,80055038,
57306,80055149,
57307,80056724,
57308,80056912,
57309,80068784,
57310,80068915,
57311,80109282,
57312,80053376,
57313,80055211,
57314,80057681,
57315,80059758,
57316,80052697,
57317,80075943,
57318,80080448,
57319,80094675,
57320,80104543,
57321,80128365,
57322,80052849,
57323,80053670,
57324,80058913,
57325,80058916,
57326,80059718,
57327,80061159,
57328,80077879,
57329,80053558,0.0
57330,80052912,
57331,80052919,
57332,80056555,
57333,80060859,
57334,80053273,
57335,80127675,
57336,80055845,
57337,80061635,
57338,80052998,
57339,80051976,
57340,80053821,
57341,80053034,
57342,80054346,
57343,80054878,
57344,80055308,
57345,80056304,
57346,80052886,0.0
57347,80052982,0.0
57348,80054684,
57349,80056154,
57350,80056541,
57351,80102196,
57352,80052960,
57353,80052991,
57354,80055564,
57355,80052992,
57356,80053574,
57357,80052838,
57358,80053623,
57359,80055772,
57360,80055795,
57361,80057225,
57362,80056672,
57363,80057073,
57364,80056340,
57365,80059152,
57366,80054276,
57367,80053810,
57368,80053817,
57369,80053849,
57370,80055253,
57371,80056335,
57372,80056336,
57373,80056516,
57374,80056552,
57375,80057154,
57376,80057160,
57377,80057504,
57378,80057513,
57379,80053885,
57380,80054570,
57381,80052900,
57382,80053616,
57383,80054442,
57384,80055470,0.0
57385,80053120,
57386,80054971,
57387,80056665,
57388,80053366,
57389,80053774,
57390,80053834,
57391,80069235,
57392,80069245,
57393,80072968,
57394,80089407,
57395,80053846,
57396,80053847,
57397,80032005,
57398,80052973,
57399,80053007,
57400,80053852,
57401,80053858,
57402,80056428,
57403,80056441,
57404,80056473,
57405,80056546,
57406,80057434,
57407,80052944,
57408,80052967,
57409,80053631,
57410,80053929,
57411,80058911,
57412,80054377,
57413,80055642,0.0
57414,80056072,
57415,80056077,
57416,80057330,
57417,80057308,
57418,80054050,
57419,80055636,
57420,80056168,
57421,80060015,
57422,80055387,
57423,80053320,
57424,80058298,
57425,80055582,
57426,80057332,
57427,80054289,
57428,80056135,
57429,80057489,
57430,80056354,
57431,80057512,
57432,80057025,
57433,80058131,
57434,80059117,
57435,80060002,
57436,80061031,
57437,80062683,
57438,80063879,
57439,80065755,
57440,80067284,0.0
57441,80068876,
57442,80053318,
57443,80055207,
57444,80055214,
57445,80052847,
57446,80052844,
57447,80052845,
57448,80059156,
57449,80054553,
57450,80055066,0.0
57451,80053109,
57452,80053270,
57453,80054401,
57454,80054402,
57455,80055723,0.0
57456,80056484,
57457,80057654,
57458,80059628,
57459,80054711,
57460,80053850,
57461,80054268,0.0
57462,80054756,0.0
57463,80053659,
57464,80053219,
57465,80053258,
57466,80056146,
57467,80052904,
57468,80053030,
57469,80055694,
57470,80055394,
57471,80053900,
57472,80054160,
57473,80054169,
57474,80054181,
57475,80053067,
57476,80053361,
57477,80075437,
57478,80076125,
57479,80077456,
57480,80077547,
57481,80078947,
57482,80081522,
57483,80085364,
57484,80094970,
57485,80097009,
57486,80100700,
57487,80102911,
57488,80104645,
57489,80123106,
57490,80123109,
57491,80123110,
57492,80123111,
57493,80124312,
57494,80125280,
57495,80053199,
57496,80055721,
57497,80056782,
57498,80057131,
57499,80057162,
57500,80057769,
57501,80058679,
57502,80060950,0.0
57503,80062768,
57504,80053301,
57505,80056177,
57506,80057058,
57507,80057762,
57508,80057794,
57509,80058274,
57510,80058494,
57511,80059022,
57512,80060076,
57513,80060078,
57514,80060104,
57515,80061187,
57516,80061195,
57517,80061434,
57518,80061435,
57519,80061722,
57520,80062174,
57521,80062498,
57522,80063780,
57523,80064813,
57524,80065051,
57525,80067015,
57526,80069788,
57527,80075785,
57528,80079105,
57529,80081215,
57530,80108057,
57531,80108422,
57532,80110780,
57533,80110797,
57534,80116493,
57535,80116495,
57536,80054172,
57537,80053901,
57538,80054392,
57539,80056629,
57540,80056630,
57541,80050704,
57542,80053069,
57543,80053105,
57544,80053116,
57545,80053779,
57546,80053783,
57547,80055758,
57548,80055779,
57549,80055848,0.0
57550,80057440,
57551,80057442,
57552,80064558,
57553,80064572,
57554,80066360,
57555,80053368,
57556,80005690,
57557,80006343,
57558,80053197,
57559,80053221,
57560,80053225,
57561,80053234,
57562,80053370,
57563,80054978,
57564,80055569,
57565,80055645,
57566,80059261,
57567,80055376,
57568,80053473,
57569,80055759,
57570,80056719,
57571,80058186,
57572,80060212,
57573,80053400,
57574,80055783,
57575,80056714,
57576,80057687,
57577,80058233,
57578,80060442,
57579,80053307,
57580,80053316,
57581,80053971,
57582,80054793,
57583,80055180,
57584,80057571,
57585,80059253,
57586,80059538,
57587,80060803,
57588,80053458,
57589,80054881,
57590,80056548,
57591,80057119,
57592,80058034,
57593,80058290,
57594,80059763,
57595,80053229,0.0
57596,80053635,
57597,80053534,
57598,80054660,
57599,80055014,
57600,80118367,
57601,80118609,
57602,80054037,
57603,80055029,
57604,80055033,
57605,80055575,
57606,80055767,
57607,80056703,
57608,80056711,
57609,80053379,
57610,80055833,
57611,80057691,
57612,80053359,
57613,80053362,
57614,80055198,
57615,80055597,
57616,80055626,
57617,80055707,
57618,80056709,
57619,80057781,
57620,80040483,
57621,80053350,
57622,80053205,
57623,80053275,
57624,80053737,
57625,80053740,
57626,80054258,0.0
57627,80056048,
57628,80057487,
57629,80117866,
57630,80117890,
57631,80118090,
57632,80118382,
57633,80118903,
57634,80053302,
57635,80054611,
57636,80055826,
57637,80057680,
57638,80053488,
57639,80054283,0.0
57640,80054432,
57641,80056549,
57642,80057978,
57643,80057979,
57644,80053180,
57645,80053182,
57646,80053684,
57647,80053994,
57648,80055283,
57649,80055304,
57650,80056013,
57651,80056073,
57652,80061683,
57653,80080370,
57654,80080909,
57655,80095652,
57656,80099704,
57657,80102536,
57658,80109416,
57659,80109421,
57660,80053930,
57661,80053413,
57662,80054677,
57663,80059456,
57664,80053417,
57665,80053480,
57666,80057317,
57667,80058121,
57668,80059059,
57669,80058234,
57670,80059133,
57671,80059137,
57672,80059172,
57673,80059191,
57674,80059222,
57675,80059227,
57676,80059241,
57677,80053530,
57678,80054113,
57679,80054658,
57680,80055607,
57681,80056710,
57682,80062612,
57683,80053398,
57684,80055043,
57685,80055111,
57686,80055579,0.0
57687,80055599,0.0
57688,80055676,0.0
57689,80055847,
57690,80056086,
57691,80056361,
57692,80058168,
57693,80053520,
57694,80053523,
57695,80053621,
57696,80054503,
57697,80055593,
57698,80055595,
57699,80053518,
57700,80053516,
57701,80055335,
57702,80059226,
57703,80053293,
57704,80053762,
57705,80054485,0.0
57706,80055446,
57707,80057294,
57708,80053820,
57709,80054218,
57710,80054342,
57711,80054899,
57712,80057826,
57713,80061917,
57714,80061920,
57715,80063436,
57716,80064590,
57717,80066970,0.0
57718,80066980,0.0
57719,80069376,
57720,80081795,
57721,80114488,
57722,80055071,
57723,80053899,
57724,80055005,
57725,80055009,
57726,80055210,
57727,80053987,
57728,80054232,
57729,80055880,
57730,80053742,
57731,80053931,
57732,80053943,
57733,80053996,
57734,80054089,
57735,80054317,
57736,80055212,
57737,80055698,
57738,80055993,
57739,80056164,
57740,80056390,
57741,80056544,
57742,80057145,
57743,80057321,
57744,80058071,
57745,80058077,
57746,80058484,
57747,80058492,
57748,80058506,
57749,80058590,
57750,80059138,
57751,80059201,
57752,80059255,
57753,80059424,
57754,80059447,
57755,80060081,
57756,80060083,
57757,80060089,
57758,80060345,
57759,80060399,
57760,80060418,
57761,80066184,
57762,80067800,
57763,80067885,
57764,80069023,
57765,80069909,
57766,80070294,0.0
57767,80072058,
57768,80072509,
57769,80078145,
57770,80080669,
57771,80095220,
57772,80102156,0.0
57773,80104086,
57774,80053718,
57775,80054482,
57776,80054565,
57777,80054727,
57778,80054728,
57779,80055591,
57780,80055832,
57781,80056318,
57782,80056605,
57783,80057044,
57784,80057051,
57785,80057313,
57786,80057653,
57787,80057984,
57788,80058076,
57789,80059247,
57790,80059258,
57791,80060174,
57792,80060224,
57793,80053855,
57794,80053859,
57795,80057219,
57796,80057990,
57797,80059149,
57798,80054021,
57799,80053794,
57800,80053808,
57801,80053813,
57802,80053818,
57803,80054087,
57804,80054800,
57805,80054810,
57806,80054965,
57807,80056235,
57808,80057039,
57809,80079760,
57810,80054341,
57811,80059115,
57812,80055040,
57813,80055117,
57814,80055165,
57815,80055170,
57816,80055353,
57817,80055785,
57818,80055306,
57819,80056110,
57820,80056768,
57821,80086056,0.0
57822,80054355,
57823,80055559,
57824,80055982,
57825,80053897,
57826,80039031,
57827,80040173,
57828,80040188,
57829,80041202,
57830,80047355,
57831,80054101,
57832,80054102,
57833,80057899,
57834,80065697,
57835,80068092,
57836,80053951,
57837,80053953,
57838,80054203,
57839,80054204,
57840,80054568,
57841,80054682,
57842,80055432,
57843,80055571,
57844,80055649,
57845,80055727,
57846,80055805,
57847,80056642,
57848,80056649,
57849,80056652,
57850,80056655,
57851,80056669,
57852,80056688,
57853,80056698,
57854,80056708,
57855,80056726,
57856,80056728,
57857,80057263,
57858,80057271,
57859,80057341,
57860,80057359,
57861,80057422,
57862,80057450,
57863,80057998,
57864,80057999,
57865,80067798,
57866,80059852,
57867,80063745,
57868,80055286,
57869,80055292,0.0
57870,80055469,
57871,80055920,
57872,80057845,
57873,80059369,
57874,80060736,
57875,80061508,
57876,80061534,
57877,80061816,
57878,80062335,
57879,80063094,
57880,80055233,
57881,80061336,
57882,80061820,
57883,80056025,
57884,80056638,
57885,80057639,
57886,80058356,
57887,80075003,
57888,80076875,
57889,80080340,
57890,80082072,
57891,80083362,
57892,80108307,
57893,80055906,
57894,80056279,
57895,80056314,
57896,80057499,
57897,80058339,
57898,80063093,
57899,80056582,
57900,80058926,
57901,80060718,
57902,80053955,
57903,80053967,
57904,80055737,
57905,80056422,
57906,80057605,
57907,80058901,
57908,80060642,
57909,80060643,
57910,80060646,
57911,80063244,
57912,80064799,
57913,80065228,
57914,80065563,
57915,80066190,
57916,80066316,
57917,80066331,
57918,80067078,
57919,80075550,
57920,80078456,
57921,80080302,
57922,80081426,
57923,80127689,
57924,80128055,
57925,80130892,1.0
57926,80131525,
57927,80053950,
57928,80084636,
57929,80088597,
57930,80029661,
57931,80031185,
57932,80036401,
57933,80049774,
57934,80056265,
57935,80060307,
57936,80066741,
57937,80068849,
57938,80072033,
57939,80073355,
57940,80074564,
57941,80078689,
57942,80078692,
57943,80080446,
57944,80080455,
57945,80096005,
57946,80099609,0.0
57947,80101178,0.0
57948,80101241,
57949,80101364,
57950,80111265,
57951,80113517,
57952,80114322,
57953,80126542,
57954,80129869,
57955,80132542,1.0
57956,80054627,
57957,80055637,
57958,80055022,
57959,80055025,
57960,80055054,
57961,80055754,
57962,80055791,
57963,80055797,
57964,80054631,
57965,80054641,
57966,80055614,
57967,80055776,
57968,80054787,
57969,80075949,
57970,80079561,
57971,80053882,
57972,80054155,
57973,80075760,
57974,80079114,
57975,80058548,
57976,80027594,
57977,80027886,
57978,80028915,
57979,80028931,
57980,80028935,
57981,80029912,
57982,80030152,
57983,80030180,
57984,80030239,
57985,80030772,
57986,80030952,
57987,80031165,
57988,80031742,
57989,80031749,
57990,80032130,
57991,80032222,
57992,80034004,
57993,80034085,
57994,80034219,0.0
57995,80035380,
57996,80037105,
57997,80039071,
57998,80039135,
57999,80039169,
58000,80039389,
58001,80039427,
58002,80040632,
58003,80042316,
58004,80043200,
58005,80043268,
58006,80044785,
58007,80044941,
58008,80045338,
58009,80046194,
58010,80050292,
58011,80050770,
58012,80052017,
58013,80052060,
58014,80054970,
58015,80055837,
58016,80055840,
58017,80058657,
58018,80061658,
58019,80064151,
58020,80064381,
58021,80065765,
58022,80054063,
58023,80056323,
58024,80054475,
58025,80057236,
58026,80054120,0.0
58027,80054247,0.0
58028,80055369,
58029,80055370,
58030,80055584,
58031,80055926,
58032,80055930,
58033,80056829,
58034,80056830,
58035,80057478,
58036,80059698,
58037,80071755,0.0
58038,80071761,0.0
58039,80086010,
58040,80086423,
58041,80088251,
58042,80091902,
58043,80091903,
58044,80101388,
58045,80054066,
58046,80056076,
58047,80057940,
58048,80054929,
58049,80054076,0.0
58050,80054862,
58051,80059000,
58052,80107331,
58053,80056804,
58054,80060853,
58055,80054045,
58056,80054048,
58057,80054178,
58058,80054595,
58059,80055110,
58060,80055375,
58061,80056639,
58062,80056888,
58063,80067025,
58064,80068802,
58065,80069453,
58066,80072018,
58067,80072195,
58068,80073802,
58069,80073838,
58070,80074817,
58071,80075657,
58072,80076868,
58073,80080154,
58074,80103533,
58075,80103535,
58076,80054085,
58077,80055103,
58078,80057686,
58079,80057701,
58080,80057745,
58081,80111637,
58082,80055148,
58083,80055150,0.0
58084,80055788,
58085,80064415,
58086,80064417,
58087,80064659,
58088,80065081,
58089,80124714,
58090,80054176,
58091,80054687,
58092,80054290,
58093,80059153,
58094,80056333,
58095,80056343,
58096,80055620,
58097,80056153,
58098,80056718,
58099,80056727,
58100,80057698,
58101,80058180,
58102,80058238,
58103,80058241,
58104,80060207,
58105,80056042,
58106,80056043,
58107,80057628,
58108,80057629,
58109,80057802,
58110,80058596,
58111,80058936,
58112,80059155,
58113,80061556,
58114,80062867,
58115,80065093,
58116,80067604,
58117,80118746,
58118,80055172,
58119,80058952,
58120,80066328,
58121,80055402,
58122,80056238,
58123,80056290,
58124,80058159,
58125,80058834,
58126,80059462,
58127,80060894,
58128,80061771,
58129,80061772,
58130,80063719,
58131,80070456,
58132,80056254,
58133,80057307,
58134,80054185,
58135,80054405,
58136,80054851,
58137,80055537,
58138,80057632,
58139,80063640,
58140,80063642,
58141,80055781,0.0
58142,80054196,
58143,80054200,
58144,80054619,
58145,80054624,
58146,80056182,
58147,80056487,
58148,80054718,
58149,80054088,
58150,80054950,
58151,80054794,
58152,80056141,
58153,80056562,
58154,80056635,
58155,80058164,
58156,80059122,
58157,80059178,
58158,80083442,
58159,80055452,
58160,80071188,
58161,80088875,
58162,80054187,
58163,80055534,0.0
58164,80055535,0.0
58165,80054868,
58166,80054151,
58167,80054199,
58168,80054426,
58169,80054307,
58170,80055042,
58171,80055768,
58172,80056057,
58173,80054994,
58174,80054188,
58175,80054253,
58176,80057331,
58177,80058631,
58178,80061412,
58179,80058470,
58180,80054349,
58181,80054360,
58182,80061369,
58183,80054716,
58184,80056568,
58185,80060578,
58186,80061134,
58187,80061716,
58188,80063884,
58189,80065172,
58190,80055364,
58191,80055449,
58192,80060872,
58193,80061833,
58194,80065118,
58195,80054231,
58196,80054581,0.0
58197,80055846,
58198,80056646,
58199,80056850,
58200,80057316,
58201,80057844,
58202,80059004,
58203,80061053,
58204,80061656,
58205,80061783,
58206,80030547,
58207,80032341,
58208,80047074,
58209,80047589,
58210,80052463,
58211,80052465,
58212,80052686,
58213,80054171,0.0
58214,80054182,
58215,80054345,
58216,80054429,
58217,80054456,
58218,80054539,
58219,80056000,
58220,80056002,
58221,80056012,
58222,80056108,
58223,80056113,
58224,80057824,
58225,80057912,
58226,80058551,
58227,80060082,
58228,80061986,
58229,80063671,
58230,80063674,
58231,80066767,
58232,80066876,
58233,80068249,
58234,80068660,
58235,80068661,
58236,80069540,
58237,80071453,
58238,80071669,
58239,80074599,
58240,80075127,
58241,80075132,
58242,80080836,
58243,80114764,
58244,80115346,
58245,80115348,
58246,80054293,
58247,80054891,
58248,80057648,
58249,80056248,
58250,80054288,
58251,80055576,
58252,80055973,
58253,80058418,
58254,80072517,
58255,80057423,
58256,80058209,
58257,80058641,
58258,80055665,
58259,80055699,
58260,80054376,
58261,80054417,
58262,80054634,
58263,80054700,
58264,80054774,
58265,80055142,
58266,80055157,
58267,80056651,
58268,80057256,
58269,80055031,
58270,80054866,
58271,80054274,
58272,80054916,
58273,80055769,
58274,80056128,
58275,80056510,
58276,80056664,
58277,80057720,
58278,80058056,
58279,80058784,
58280,80060584,
58281,80063798,
58282,80084407,
58283,80086905,
58284,80086907,
58285,80087773,
58286,80096179,
58287,80098699,
58288,80100898,
58289,80055654,0.0
58290,80055657,0.0
58291,80056369,
58292,80058305,
58293,80100465,
58294,80054492,
58295,80055020,
58296,80055024,
58297,80079239,
58298,80081676,
58299,80085297,
58300,80110919,
58301,80054569,
58302,80055397,
58303,80056930,
58304,80054284,
58305,80031670,
58306,80031841,
58307,80055032,
58308,80055035,
58309,80055624,
58310,80088666,
58311,80090404,
58312,80127504,
58313,80054769,
58314,80054873,
58315,80054427,
58316,80056998,
58317,80057106,
58318,80057147,
58319,80057685,
58320,80058604,
58321,80058655,
58322,80063941,
58323,80072184,
58324,80055312,
58325,80056412,
58326,80056527,
58327,80054879,
58328,80054707,
58329,80054742,
58330,80054828,
58331,80055628,
58332,80055629,
58333,80055794,
58334,80056104,
58335,80056106,
58336,80056112,
58337,80056345,
58338,80056923,
58339,80058189,
58340,80059107,
58341,80059120,
58342,80055274,0.0
58343,80049775,
58344,80052093,
58345,80052097,
58346,80054273,
58347,80054333,
58348,80054335,
58349,80054391,
58350,80054844,
